college_x,height_x,position_x,NCAA__3ptapg,NCAA__3ptpct,NCAA__3ptpg,NCAA_fgapg,NCAA_fgpct,NCAA_fgpg,NCAA_ft,NCAA_ftapg,NCAA_ftpg,NCAA_games,NCAA_ppg,salary,season,draft_round,draft_pick
Baylor University,81.0,F,1.9,0.348,0.6,8.4,0.447,3.7,0.816,3.1,2.5,37.0,10.6,528542.0639999999,2012,2,38
University of Dayton,73.0,G,5.3,0.441,2.3,11.5,0.452,5.2,0.8490000000000001,3.4,2.9,125.0,15.7,528542.0639999999,2012,0,0
University of Kentucky,80.0,F,3.0,0.379,1.2,6.5,0.44799999999999995,2.9,0.815,1.5,1.2,152.0,8.2,528542.0639999999,2012,2,46
Florida State University,82.0,C,0.0,0.0,0.0,6.3,0.627,4.0,0.528,3.4,1.8,69.0,9.7,528542.0639999999,2012,2,33
University of Colorado,81.0,F,2.9,0.361,1.0,5.9,0.431,2.5,0.701,2.0,1.4,113.0,7.5,528542.0639999999,2012,0,0
University of Missouri,78.0,G,4.3,0.39399999999999996,1.7,8.7,0.42,3.7,0.727,2.9,2.1,141.0,11.1,528542.0639999999,2012,2,44
Old Dominion University,77.0,G-F,2.1,0.33399999999999996,0.7,8.3,0.447,3.7,0.581,3.5,2.0,140.0,10.1,528542.0639999999,2012,0,0
Iowa State University,76.0,G,2.6,0.297,0.8,9.7,0.40700000000000003,3.9,0.7290000000000001,2.7,2.0,128.0,10.7,528542.0639999999,2012,0,0
"Mississippi State University, University of Notre Dame",75.0,G,4.8,0.405,2.0,8.2,0.451,3.7,0.782,3.4,2.7,134.0,12.0,528542.0639999999,2012,0,0
University of Virginia,80.0,F,0.3,0.364,0.1,8.6,0.521,4.5,0.775,3.5,2.7,130.0,11.8,528542.0639999999,2012,2,43
"University of Louisville, University of Texas at El Paso",81.0,F,0.2,0.313,0.1,7.1,0.563,4.0,0.628,3.6,2.2,79.0,10.3,529015.668,2010,2,58
Wake Forest University,72.0,G,1.8,0.301,0.5,8.9,0.425,3.8,0.484,2.3,1.1,121.0,9.2,529015.668,2010,0,0
University of Kansas,71.0,G,4.3,0.377,1.6,10.3,0.444,4.6,0.8079999999999999,3.0,2.4,143.0,13.2,529015.668,2010,0,0
University of Portland,71.0,G,4.7,0.373,1.7,11.4,0.42,4.8,0.846,4.2,3.5,115.0,14.9,529015.668,2010,0,0
University of Notre Dame,80.0,F,1.0,0.326,0.3,15.3,0.47600000000000003,7.3,0.782,5.6,4.4,129.0,19.2,529015.668,2010,2,52
Harvard University,75.0,G,2.8,0.33299999999999996,0.9,9.1,0.48100000000000004,4.4,0.733,4.3,3.2,115.0,12.9,529015.668,2010,0,0
University of Michigan,77.0,G,4.6,0.318,1.4,13.1,0.406,5.3,0.8270000000000001,6.0,4.9,98.0,17.0,529015.668,2010,0,0
West Virginia University,81.0,F,1.0,0.114,0.1,8.6,0.46299999999999997,4.0,0.736,4.2,3.1,69.0,11.2,529015.668,2010,2,43
Western Kentucky University,81.0,F,0.2,0.364,0.1,5.0,0.639,3.2,0.684,2.2,1.5,134.0,7.9,529015.668,2010,2,55
"University of Nevada, Reno",75.0,G,2.4,0.289,0.7,11.6,0.467,5.4,0.75,3.7,2.8,101.0,14.3,529015.668,2010,2,34
Stanford University,79.0,F,2.3,0.342,0.8,8.4,0.46299999999999997,3.9,0.6759999999999999,3.3,2.3,129.0,10.8,529015.668,2010,2,39
"University of Virginia, University of Massachusetts Amherst",79.0,F,3.2,0.299,1.0,10.7,0.426,4.5,0.653,4.1,2.7,129.0,12.7,529015.668,2010,0,0
Rutgers University,84.0,C,0.0,0.0,0.0,4.0,0.539,2.2,0.5920000000000001,2.5,1.5,124.0,5.8,529015.668,2010,2,56
University of Tulsa,75.0,G,3.5,0.349,1.2,10.3,0.45399999999999996,4.7,0.782,4.2,3.3,141.0,13.8,529015.668,2010,0,0
University of Texas at Austin,83.0,C,0.0,0.0,0.0,4.0,0.623,2.5,0.601,2.6,1.6,134.0,6.6,529015.668,2010,2,32
Georgia Institute of Technology,81.0,F,0.0,0.0,0.0,8.2,0.5479999999999999,4.5,0.552,5.0,2.8,99.0,11.8,529055.88,2010,2,46
Augusta State University,83.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529055.88,2010,0,0
Florida State University,77.0,G,4.9,0.365,1.8,8.7,0.405,3.5,0.669,1.9,1.3,61.0,10.1,529954.698,2005,2,39
University of Memphis,84.0,C,0.2,0.174,0.0,5.9,0.479,2.8,0.685,3.2,2.2,128.0,7.8,529954.698,2005,0,0
Indiana University,75.0,G,6.3,0.35,2.2,13.6,0.405,5.5,0.7759999999999999,5.7,4.4,85.0,17.6,529954.698,2005,2,47
"Barton County Community College, University of Cincinnati, Walsh University",82.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529954.698,2005,2,51
"University of California, Los Angeles",79.0,G-F,3.1,0.36200000000000004,1.1,10.0,0.46399999999999997,4.6,0.7809999999999999,2.7,2.1,117.0,12.5,529954.698,2005,2,54
Duke University,82.0,F,0.5,0.28600000000000003,0.1,4.4,0.506,2.2,0.64,2.7,1.7,92.0,6.3,529954.698,2005,0,0
"Baylor University, Mississippi State University",81.0,F,1.7,0.302,0.5,12.1,0.45799999999999996,5.5,0.659,7.4,4.9,118.0,16.5,529954.698,2005,2,55
University of Florida,74.0,G,7.2,0.402,2.9,12.5,0.444,5.5,0.8640000000000001,2.6,2.3,93.0,16.2,529954.698,2005,0,0
Michigan State University,78.0,G-F,1.0,0.366,0.4,6.1,0.503,3.0,0.831,3.6,3.0,126.0,9.5,529954.698,2005,0,0
"Nicholls State University, Utah Valley State College",74.0,G,7.0,0.345,2.4,14.7,0.41700000000000004,6.1,0.7879999999999999,4.0,3.1,114.0,17.8,529954.698,2005,0,0
North Carolina State University,81.0,F,0.6,0.289,0.2,6.6,0.5529999999999999,3.7,0.7290000000000001,3.0,2.2,65.0,9.7,529954.698,2005,0,0
Saint Joseph's University,83.0,F-C,0.0,0.0,0.0,4.8,0.522,2.5,0.484,4.3,2.1,98.0,7.1,529954.698,2005,0,0
"University of Florida, University of Louisiana at Lafayette",76.0,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529954.698,2005,2,53
Hampton University,79.0,G,3.5,0.34700000000000003,1.2,11.0,0.452,5.0,0.736,4.3,3.1,123.0,14.3,529954.698,2005,0,0
Marquette University,73.0,G,5.7,0.413,2.4,10.2,0.41600000000000004,4.3,0.8370000000000001,3.8,3.2,120.0,14.1,529954.698,2005,2,38
University of Minnesota,75.0,G,3.6,0.331,1.2,6.0,0.371,2.2,0.7509999999999999,1.9,1.4,123.0,7.0,529954.698,2005,0,0
Pepperdine University,77.0,G,3.3,0.41100000000000003,1.4,11.2,0.457,5.1,0.823,3.5,2.9,88.0,14.5,529954.698,2005,2,60
Louisiana State University,80.0,F,0.8,0.37799999999999995,0.3,9.5,0.54,5.1,0.78,5.8,4.6,59.0,15.1,529954.698,2005,2,33
University of North Carolina at Charlotte,77.0,G,1.0,0.353,0.4,6.3,0.491,3.1,0.687,3.6,2.5,118.0,9.0,529954.698,2005,0,0
"Okaloosa-Walton Community College, University of Alabama at Birmingham",78.0,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,529954.698,2005,0,0
"Ball State University, Oakland University",81.0,G-F,3.4,0.311,1.0,12.7,0.445,5.6,0.727,5.8,4.2,103.0,16.5,529954.698,2005,0,0
"Indiana University, University of Houston",76.0,G,6.2,0.34,2.1,11.5,0.385,4.4,0.737,3.1,2.2,117.0,13.2,529954.698,2005,0,0
Pepperdine University,79.0,G-F,2.2,0.34299999999999997,0.8,11.9,0.456,5.4,0.65,5.9,3.8,45.0,15.5,530755.348,2006,0,0
University of Arizona,76.0,G,1.9,0.311,0.6,11.6,0.499,5.8,0.7040000000000001,2.7,1.9,130.0,14.0,530755.348,2006,2,54
University of Illinois at Urbana-Champaign,82.0,F,0.1,0.33299999999999996,0.0,6.3,0.617,3.9,0.687,3.3,2.3,137.0,10.1,530755.348,2006,2,41
Northeastern University,72.0,G,7.0,0.321,2.3,17.1,0.40399999999999997,6.9,0.764,5.5,4.2,113.0,20.3,530755.348,2006,0,0
"University of Florida, University of Cincinnati",79.0,G-F,2.9,0.336,1.0,7.8,0.444,3.5,0.784,3.0,2.4,123.0,10.3,530755.348,2006,2,31
University of Texas at Austin,78.0,F,0.0,0.5,0.0,9.6,0.526,5.0,0.711,4.7,3.3,87.0,13.4,530755.348,2006,2,35
Boston College,79.0,F,0.5,0.239,0.1,12.7,0.5579999999999999,7.1,0.643,5.9,3.8,130.0,18.1,530755.348,2006,2,36
Villanova University,74.0,G,6.5,0.36700000000000005,2.4,12.4,0.40700000000000003,5.1,0.82,3.7,3.1,130.0,15.6,530755.348,2006,0,0
University of Notre Dame,74.0,G,4.7,0.41700000000000004,1.9,8.9,0.446,4.0,0.825,2.3,1.9,123.0,11.8,530755.348,2006,0,0
University of Illinois at Urbana-Champaign,78.0,F,0.9,0.39799999999999996,0.4,6.2,0.5720000000000001,3.6,0.662,2.6,1.7,128.0,9.2,530755.348,2006,0,0
Iowa State University,72.0,G,2.9,0.365,1.1,10.0,0.42100000000000004,4.2,0.7190000000000001,2.9,2.1,93.0,11.6,530755.348,2006,2,60
University of Texas at Austin,74.0,G,6.6,0.387,2.6,10.5,0.41100000000000003,4.3,0.741,3.4,2.5,68.0,13.8,530755.348,2006,2,42
University of North Carolina,78.0,F,1.4,0.354,0.5,5.2,0.532,2.7,0.5870000000000001,1.6,0.9,127.0,6.9,530755.348,2006,2,39
University of Miami,74.0,G,4.9,0.384,1.9,11.6,0.442,5.1,0.848,2.4,2.0,121.0,14.2,530755.348,2006,0,0
"University of California, Los Angeles",78.0,G,1.3,0.321,0.4,5.9,0.435,2.6,0.584,1.8,1.0,106.0,6.6,530755.348,2006,0,0
Florida State University,81.0,F,0.4,0.308,0.1,6.4,0.52,3.3,0.667,4.5,3.0,92.0,9.8,530755.348,2006,2,45
University of South Carolina,78.0,G,2.9,0.35600000000000004,1.0,8.2,0.42100000000000004,3.4,0.737,2.5,1.8,123.0,9.8,530755.348,2006,0,0
"University of California, Los Angeles",84.0,C,0.0,1.0,0.0,3.5,0.575,2.0,0.591,2.9,1.7,113.0,5.7,530755.348,2006,2,50
Michigan State University,83.0,C,0.4,0.271,0.1,8.8,0.5379999999999999,4.7,0.763,4.8,3.7,130.0,13.2,530755.348,2006,2,34
George Washington University,81.0,F,0.0,0.0,0.0,7.2,0.584,4.2,0.608,5.4,3.3,112.0,11.7,530755.348,2006,0,0
Oklahoma State University,80.0,F,0.0,0.4,0.0,7.9,0.584,4.6,0.6679999999999999,3.5,2.3,132.0,11.6,530755.348,2006,0,0
Boston College,72.0,G,0.0,0.0,0.0,13.2,0.496,6.5,0.778,6.2,4.8,91.0,17.9,531069.0,1984,1,12
"University of Nevada, Reno",75.0,G,0.8,0.313,0.3,7.6,0.41700000000000004,3.2,0.74,3.0,2.2,97.0,8.8,531817.935,2007,2,56
University of Florida,81.0,F,0.0,0.0,0.0,3.0,0.665,2.0,0.631,1.4,0.9,141.0,4.9,531817.935,2007,2,41
Syracuse University,80.0,F,4.7,0.358,1.7,9.0,0.423,3.8,0.752,2.1,1.6,123.0,10.9,531817.935,2007,2,53
Meridian Community College,80.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,531817.935,2007,0,0
Duke University,82.0,F,0.5,0.278,0.1,7.5,0.54,4.0,0.664,3.8,2.5,69.0,10.8,531817.935,2007,2,37
"University of California, California State University, Fresno",81.0,F,1.1,0.253,0.3,7.2,0.462,3.3,0.556,3.2,1.8,86.0,8.7,531817.935,2007,2,47
Boise State University,77.0,G,5.6,0.371,2.1,9.5,0.413,3.9,0.787,4.3,3.4,127.0,13.4,531817.935,2007,0,0
University of Florida,72.0,G,4.3,0.389,1.7,7.1,0.401,2.9,0.857,3.7,3.2,111.0,10.6,531817.935,2007,2,52
University of Pittsburgh,84.0,C,0.0,0.0,0.0,7.0,0.55,3.8,0.595,3.6,2.1,113.0,9.8,531817.935,2007,2,49
"University of Nevada, Reno",83.0,F,2.6,0.341,0.9,12.9,0.532,6.9,0.815,5.1,4.2,131.0,18.8,531817.935,2007,2,34
Louisiana State University,81.0,F-C,0.9,0.31,0.3,12.0,0.496,6.0,0.6940000000000001,6.5,4.5,95.0,16.7,531817.935,2007,2,35
University of Alabama,82.0,F,0.2,0.21100000000000002,0.0,8.1,0.467,3.8,0.7170000000000001,3.5,2.5,126.0,10.1,531817.935,2007,2,36
Oklahoma State University,75.0,G,4.8,0.40399999999999997,2.0,10.7,0.43700000000000006,4.7,0.758,2.9,2.2,101.0,13.5,531817.935,2007,2,51
Purdue University,81.0,F,0.7,0.233,0.2,10.5,0.602,6.3,0.7140000000000001,7.9,5.6,64.0,18.4,531817.935,2007,2,31
"University of Nevada, Las Vegas",81.0,C,0.0,0.0,0.0,2.6,0.573,1.5,0.561,1.2,0.7,68.0,3.7,531817.935,2007,0,0
Georgia Institute of Technology,77.0,G,0.5,0.28800000000000003,0.1,2.4,0.47,1.1,0.6779999999999999,1.2,0.8,103.0,3.2,531817.935,2007,0,0
University of Maryland,77.0,G,1.9,0.33,0.6,7.8,0.461,3.6,0.64,3.7,2.3,111.0,10.1,531817.935,2007,2,59
St. John's University,84.0,C,0.0,0.0,0.0,5.5,0.579,3.2,0.738,2.5,1.8,124.0,8.2,531960.0,1985,1,16
Duke University,80.0,F,0.1,0.0,0.0,11.3,0.55,6.2,0.797,4.5,3.6,133.0,16.1,532657.5,1987,1,18
Georgetown University,80.0,F,4.1,0.353,1.4,8.3,0.439,3.6,0.727,3.4,2.5,101.0,11.2,533547.608,2009,2,35
University of Connecticut,74.0,G,4.4,0.365,1.6,10.5,0.413,4.3,0.722,3.7,2.7,99.0,13.0,533547.608,2009,2,52
Saint Mary's College of California,72.0,G,6.7,0.331,2.2,13.4,0.415,5.6,0.8059999999999999,3.7,3.0,58.0,16.4,533547.608,2009,2,55
Marquette University,77.0,G,2.3,0.341,0.8,9.1,0.444,4.0,0.799,5.4,4.3,127.0,13.2,533547.608,2009,0,0
University of Wisconsin,79.0,F,1.5,0.361,0.5,7.2,0.49,3.5,0.67,2.4,1.6,121.0,9.2,533547.608,2009,0,0
University of Washington,79.0,F,0.0,0.0,0.0,10.3,0.534,5.5,0.612,4.6,2.8,131.0,13.8,533547.608,2009,2,38
University of Oklahoma,79.0,F,0.5,0.22,0.1,4.9,0.46799999999999997,2.3,0.721,2.6,1.9,129.0,6.6,533547.608,2009,2,48
University of North Carolina,78.0,G-F,3.4,0.375,1.3,7.4,0.455,3.4,0.845,1.6,1.4,145.0,9.4,533547.608,2009,2,46
Arizona State University,81.0,F,0.1,0.0,0.0,8.4,0.58,4.8,0.764,3.8,2.9,126.0,12.6,533547.608,2009,2,31
University of Arizona,79.0,F,5.0,0.38299999999999995,1.9,12.8,0.469,6.0,0.782,4.0,3.1,100.0,17.0,533547.608,2009,2,44
Villanova University,80.0,F,0.0,0.33299999999999996,0.0,7.1,0.524,3.7,0.693,3.2,2.2,139.0,9.6,533547.608,2009,2,33
Xavier University,79.0,F,1.2,0.415,0.5,6.5,0.573,3.7,0.718,3.3,2.4,106.0,10.3,533547.608,2009,2,40
University of Kansas,73.0,G,0.0,0.0,0.0,11.4,0.47600000000000003,5.4,0.718,6.4,4.6,118.0,15.4,533610.0,1984,1,16
University of Maryland,75.0,G,0.0,0.0,0.0,8.6,0.535,4.6,0.799,3.8,3.0,84.0,12.2,533610.0,1984,1,15
Louisiana State University,76.0,G,6.7,0.382,2.5,15.6,0.455,7.1,0.7709999999999999,4.8,3.7,66.0,20.4,533897.4079999999,2009,2,43
"Mississippi State University, University of Alabama at Birmingham",81.0,F,0.1,0.0,0.0,5.2,0.534,2.8,0.5,2.8,1.4,40.0,7.0,535400.0539999999,2008,2,32
University of Arkansas,78.0,G-F,3.7,0.366,1.3,11.0,0.473,5.2,0.767,2.1,1.6,69.0,13.3,535400.0539999999,2008,2,39
Georgia Institute of Technology,77.0,G,5.0,0.42100000000000004,2.1,8.8,0.43700000000000006,3.8,0.867,1.8,1.6,123.0,11.4,535400.0539999999,2008,0,0
"California State University, Fullerton",74.0,G,7.0,0.377,2.6,13.9,0.428,6.0,0.789,2.9,2.3,116.0,16.9,535400.0539999999,2008,0,0
University of Virginia,72.0,G,5.0,0.36200000000000004,1.8,12.9,0.406,5.2,0.846,5.5,4.7,123.0,16.9,535400.0539999999,2008,2,42
Ohio State University,80.0,F,0.2,0.308,0.1,5.6,0.583,3.3,0.603,2.0,1.2,76.0,7.8,535400.0539999999,2008,0,0
Midland College,82.0,C-F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535400.0539999999,2008,2,41
University of Memphis,79.0,G,1.8,0.37200000000000005,0.7,9.4,0.54,5.1,0.725,4.6,3.3,109.0,14.2,535759.7209999999,2008,2,40
University of Alabama,78.0,G,2.8,0.325,0.9,10.4,0.447,4.7,0.632,4.0,2.5,128.0,12.7,535863.995,2010,0,0
Mississippi State University,76.0,G,0.0,0.0,0.0,16.1,0.512,8.2,0.809,3.7,3.0,110.0,19.5,536151.0,1984,1,10
University of Colorado,75.0,G,0.0,0.0,0.0,9.4,0.498,4.7,0.696,3.2,2.3,112.0,11.7,538005.0,1985,1,13
Louisiana Tech University,81.0,F,0.0,0.0,0.0,12.5,0.5660000000000001,7.1,0.631,7.1,4.5,92.0,18.7,544050.0,1985,1,13
Virginia Union University,80.0,F-C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,544050.0,1985,1,9
University of Alabama,76.0,G-F,0.0,0.0,0.0,10.7,0.447,4.8,0.685,2.5,1.7,111.0,11.2,544050.0,1985,2,41
University of Kansas,81.0,F,0.0,0.33299999999999996,0.0,4.3,0.58,2.5,0.685,2.6,1.8,125.0,6.8,544949.9999999999,2008,2,52
University of Texas at El Paso,78.0,G,1.4,0.265,0.4,4.3,0.425,1.8,0.617,2.9,1.8,138.0,5.8,545591.8080000001,2011,0,0
University of Washington,69.0,G,4.8,0.325,1.6,12.4,0.426,5.3,0.713,6.0,4.3,105.0,16.4,545591.8080000001,2011,2,60
University of Dayton,80.0,F,0.9,0.22899999999999998,0.2,9.8,0.489,4.8,0.662,4.8,3.2,123.0,13.0,545591.8080000001,2011,0,0
Butler University,75.0,G,5.6,0.35700000000000004,2.0,11.4,0.419,4.8,0.755,3.4,2.6,108.0,14.1,545591.8080000001,2011,2,34
University of Michigan,76.0,G,1.5,0.223,0.3,8.0,0.469,3.8,0.695,2.9,2.0,67.0,9.9,545591.8080000001,2011,2,41
University of Kentucky,82.0,C,0.3,0.31,0.1,3.6,0.5489999999999999,2.0,0.649,1.0,0.6,94.0,4.7,545591.8080000001,2011,2,45
University of Kentucky,78.0,G,1.9,0.332,0.6,4.8,0.40700000000000003,1.9,0.643,2.0,1.3,100.0,5.8,545591.8080000001,2011,2,53
University of Oregon,80.0,F,0.1,0.0,0.0,5.9,0.5,2.9,0.634,2.5,1.6,28.0,7.5,545591.8080000001,2011,0,0
University of Richmond,82.0,F,3.4,0.382,1.3,8.1,0.483,3.9,0.711,2.1,1.5,137.0,10.6,545591.8080000001,2011,2,32
Oklahoma State University,77.0,G,3.1,0.366,1.1,7.5,0.44,3.3,0.815,2.6,2.1,134.0,9.8,545591.8080000001,2011,0,0
University of Georgia,76.0,G,0.6,0.33299999999999996,0.2,9.6,0.48200000000000004,4.6,0.743,3.7,2.7,90.0,12.2,545591.8080000001,2011,2,47
University of Wisconsin,82.0,F,2.2,0.368,0.8,8.7,0.48200000000000004,4.2,0.723,2.7,2.0,123.0,11.2,545591.8080000001,2011,2,40
Hofstra University,75.0,G,3.7,0.382,1.4,14.5,0.456,6.6,0.8109999999999999,6.2,5.0,128.0,19.6,545591.8080000001,2011,2,44
University of Colorado,77.0,G,2.7,0.34700000000000003,0.9,10.6,0.467,4.9,0.825,5.2,4.3,132.0,15.2,545591.8080000001,2011,0,0
Purdue University,76.0,G,4.6,0.38,1.7,12.7,0.44,5.6,0.7290000000000001,3.3,2.4,140.0,15.3,545591.8080000001,2011,2,55
University of Georgia,82.0,F,2.5,0.35700000000000004,0.9,12.8,0.469,6.0,0.7290000000000001,3.8,2.8,89.0,15.7,545591.8080000001,2011,2,37
University of Maryland,82.0,F,0.0,0.0,0.0,9.7,0.528,5.1,0.5589999999999999,5.3,3.0,66.0,13.2,545591.8080000001,2011,2,36
"Georgetown University, University of Florida",82.0,F,0.0,0.0,0.0,5.3,0.61,3.2,0.455,1.9,0.8,136.0,7.3,545591.8080000001,2011,2,52
Temple University,81.0,F-C,0.5,0.28800000000000003,0.1,8.2,0.534,4.4,0.6709999999999999,2.4,1.6,135.0,10.5,545591.8080000001,2011,2,50
University of Tulsa,84.0,C,0.0,0.0,0.0,7.2,0.5670000000000001,4.1,0.696,4.5,3.1,133.0,11.3,545591.8080000001,2011,2,44
College of Charleston,75.0,G,6.8,0.413,2.8,14.9,0.457,6.8,0.838,2.2,1.9,140.0,18.4,545591.8080000001,2011,2,46
"University of Arizona, California State University, Fullerton",75.0,G,2.2,0.444,1.0,12.8,0.47200000000000003,6.1,0.8079999999999999,6.0,4.9,115.0,17.2,546315.0,1984,1,10
Kansas State University,78.0,G,0.0,0.0,0.0,12.1,0.517,6.2,0.7170000000000001,3.9,2.8,121.0,15.2,546315.0,1984,1,9
Stanford University,83.0,F-C,0.8,0.289,0.2,8.2,0.46399999999999997,3.8,0.722,4.1,3.0,136.0,10.8,546908.208,2014,2,45
"University of Memphis, University of Kansas",81.0,C-F,0.0,0.0,0.0,5.3,0.614,3.3,0.555,3.3,1.8,135.0,8.4,546908.208,2014,0,0
"University of Tulsa, University of Missouri",77.0,G,3.2,0.322,1.0,11.6,0.44,5.1,0.805,5.2,4.2,93.0,15.4,546908.208,2014,2,46
Oregon State University,82.0,F-C,0.3,0.33299999999999996,0.1,5.0,0.535,2.7,0.531,3.3,1.8,89.0,7.2,546908.208,2014,0,0
"University of North Carolina, University of California, Los Angeles",82.0,F,0.4,0.4,0.2,6.6,0.504,3.3,0.7979999999999999,1.8,1.4,128.0,8.2,546908.208,2014,0,0
"California State University, Fresno",76.0,G,2.5,0.37200000000000005,0.9,8.4,0.456,3.8,0.716,2.7,1.9,128.0,10.5,546908.208,2014,0,0
University of Arizona,75.0,G,3.7,0.359,1.3,9.7,0.42100000000000004,4.1,0.7340000000000001,3.9,2.8,108.0,12.3,546908.208,2014,2,42
Western Michigan University,83.0,F-C,0.4,0.16699999999999998,0.1,7.1,0.515,3.6,0.76,3.2,2.4,114.0,9.8,546908.208,2014,0,0
Wichita State University,80.0,F,4.3,0.348,1.5,10.5,0.47,4.9,0.8190000000000001,4.6,3.7,75.0,15.1,546908.208,2014,2,34
"California State University, Long Beach",79.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546908.208,2014,2,50
Clemson University,78.0,G-F,2.8,0.313,0.9,8.6,0.45,3.9,0.767,3.2,2.4,94.0,11.0,546908.208,2014,2,32
Virginia Polytechnic Institute and State University,76.0,G,3.2,0.33799999999999997,1.1,10.5,0.43700000000000006,4.6,0.804,4.0,3.2,129.0,13.5,546908.208,2014,2,46
University of New Mexico,81.0,F-C,0.0,0.33299999999999996,0.0,6.0,0.517,3.1,0.7170000000000001,4.2,3.0,134.0,9.2,546908.208,2014,2,49
Baylor University,81.0,F,0.4,0.34,0.1,6.1,0.5429999999999999,3.3,0.66,3.3,2.2,130.0,8.9,546908.208,2014,2,60
Florida State University,80.0,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547200.0000000001,2011,2,57
Georgia Institute of Technology,77.0,G,4.1,0.369,1.5,7.8,0.447,3.5,0.778,2.8,2.2,117.0,10.7,547400.0,1998,2,57
Seton Hall University,79.0,G,5.8,0.425,2.5,8.8,0.509,4.5,0.726,3.0,2.2,38.0,13.6,547400.0,1998,0,0
University of Kansas,71.0,G,3.2,0.41,1.3,7.2,0.46299999999999997,3.3,0.755,2.7,2.1,137.0,10.0,547400.0,1998,2,42
Wake Forest University,74.0,G,3.3,0.434,1.4,4.7,0.45,2.1,0.865,0.7,0.6,107.0,6.2,547400.0,1998,0,0
Xavier University,72.0,G,3.6,0.382,1.4,7.3,0.418,3.0,0.7390000000000001,2.3,1.7,112.0,9.2,547400.0,1998,0,0
University of North Carolina,76.0,G,3.5,0.397,1.4,8.8,0.45899999999999996,4.0,0.7190000000000001,2.6,1.8,100.0,11.3,547400.0,1998,2,37
"Auburn University, University of West Florida",73.0,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,547400.0,1998,2,33
Pennsylvania State University,81.0,F-C,0.0,0.0,0.0,6.2,0.5379999999999999,3.3,0.757,2.5,1.9,101.0,8.5,549840.0,1987,3,57
Villanova University,79.0,F-G,0.0,0.0,0.0,9.3,0.488,4.5,0.695,3.7,2.6,135.0,11.6,549840.0,1987,1,17
University of Michigan,83.0,C,0.0,0.0,0.0,6.1,0.556,3.4,0.737,4.2,3.1,90.0,9.8,552109.194,1985,1,12
DePaul University,75.0,G,1.2,0.46399999999999997,0.6,12.3,0.534,6.6,0.626,5.0,3.1,87.0,16.6,552500.0,1988,1,19
University of Southern Mississippi,79.0,F-G,1.7,0.294,0.5,12.0,0.47600000000000003,5.7,0.698,2.4,1.7,121.0,13.4,552500.0,1988,1,22
University of Michigan,75.0,G,2.5,0.461,1.2,13.1,0.528,6.9,0.79,3.5,2.7,129.0,17.2,552500.0,1988,1,15
North Carolina State University,72.0,G,2.5,0.408,1.0,7.9,0.46299999999999997,3.7,0.8220000000000001,3.8,3.2,124.0,11.5,553200.0,1992,2,36
University of California,80.0,F,0.2,0.3,0.1,12.0,0.49200000000000005,5.9,0.672,8.8,5.9,54.0,17.8,555552.0,2006,2,49
University of Pittsburgh,77.0,G-F,3.1,0.369,1.1,7.4,0.435,3.2,0.723,2.6,1.9,149.0,9.5,557123.673,2015,2,48
Michigan State University,78.0,F,0.1,0.0,0.0,7.8,0.5589999999999999,4.4,0.5579999999999999,2.4,1.4,130.0,10.1,557123.673,2015,2,56
University of Houston,78.0,G-F,2.8,0.386,1.1,10.0,0.512,5.1,0.716,4.7,3.4,30.0,14.7,557123.673,2015,0,0
University of Wisconsin,81.0,F,1.4,0.32799999999999996,0.5,2.6,0.42700000000000005,1.1,0.6559999999999999,0.7,0.4,97.0,3.1,557123.673,2015,0,0
University of Tennessee,78.0,G,2.3,0.318,0.7,7.4,0.456,3.4,0.758,2.3,1.8,136.0,9.2,557123.673,2015,2,40
University of Notre Dame,77.0,G,5.0,0.386,1.9,8.2,0.45,3.7,0.777,1.5,1.2,139.0,10.5,557123.673,2015,2,41
University of Kansas,80.0,F,0.0,0.0,0.0,4.6,0.5660000000000001,2.6,0.6709999999999999,2.8,1.9,28.0,7.1,557123.673,2015,0,0
"Duquesne University, University of Arizona",74.0,G,2.6,0.38,1.0,8.1,0.49,4.0,0.7490000000000001,1.7,1.3,139.0,10.2,557123.673,2015,0,0
University of Kentucky,78.0,G,4.6,0.335,1.5,9.9,0.41,4.1,0.787,3.5,2.8,79.0,12.4,557123.673,2015,0,0
Ohio University,81.0,F,1.8,0.38799999999999996,0.7,10.5,0.498,5.2,0.757,4.8,3.6,66.0,14.8,557124.7339999999,2015,0,0
"Southern Methodist University, Lamar University",80.0,F-C,0.0,0.0,0.0,5.8,0.556,3.2,0.428,4.1,1.8,54.0,8.2,557150.0,1990,0,0
